stop_lat,zone_id,stop_lon,stop_id,stop_desc,stop_name,location_type,stop_code
38.549888,,-89.911555,12018,NEAR SIDE LEBANON AVE @ TWIN OAKS DR,LEBANON AVE @ TWIN OAKS DR,0,12018
38.548085,,-89.921322,12015,FAR SIDE LEBANON AVE @ SIR LAWRENCE DR,LEBANON AVE @ SIR LAWRENCE DR,0,12015
38.547574,,-89.924696,12014,NEAR SIDE LEBANON AVE @ RAMONA DR,LEBANON AVE @ RAMONA DR,0,12014
38.549558,,-89.913515,12017,FAR SIDE LEBANON AVE @ INNSBRUCK LN,LEBANON AVE @ INNSBRUCK LN,0,12017
38.548675,,-89.917657,12016,NEAR SIDE LEBANON AVE @ ARCHVIEW DR,LEBANON AVE @ ARCHVIEW DR,0,12016
38.543976,,-89.938136,12011,MID-BLOCK LEBANON AVE @ 2620 LEBANON AVE,LEBANON AVE @ 2620 LEBANON AVE,0,12011
38.54335,,-89.939808,12010,NEAR SIDE LEBANON AVE @ WARRIOR WAY,LEBANON AVE @ WARRIOR WAY,0,12010
38.547056,,-89.928465,12013,FAR SIDE LEBANON AVE @ N GREEN MT RD,LEBANON AVE @ N GREEN MT RD,0,12013
38.544576,,-89.936556,12012,NEAR SIDE LEBANON AVE @ ST JOHN DR,LEBANON AVE @ ST JOHN DR,0,12012
38.540358,,-90.469723,15483,NEAR SIDE BOWLES AVE @ W PARK CENTER DR,BOWLES AVE @ W PARK CENTER DR,0,15483
38.72854,,-90.244003,15953,FAR SIDE HALLS FERRY RD @ WESTCHESTER DR,HALLS FERRY RD @ WESTCHESTER DR,0,15953
38.644339,,-90.28609,9529,FAR SIDE GRAND DR @ HISTORY MUSEUM,GRAND DR @ HISTORY MUSEUM,0,9529
38.67285,,-90.244001,9258,FAR SIDE NATURAL BRIDGE AVE @ MARCUS AVE,NATURAL BRIDGE AVE @ MARCUS AVE,0,9258
38.672142,,-90.242252,9259,FAR SIDE NATURAL BRIDGE AVE @ CORA AVE,NATURAL BRIDGE AVE @ CORA AVE,0,9259
38.675189,,-90.249377,9256,NEAR SIDE NATURAL BRIDGE AVE @ EUCLID AVE,NATURAL BRIDGE AVE @ EUCLID AVE,0,9256
38.673747,,-90.246075,9257,NEAR SIDE NATURAL BRIDGE AVE @ SHREVE AVE,NATURAL BRIDGE AVE @ SHREVE AVE,0,9257
38.676426,,-90.252332,9254,NEAR SIDE NATURAL BRIDGE  AVE @ KINGSHIGHWAY BLVD,NATURAL BRIDGE  AVE @ KINGSHIGHWAY BLVD,0,9254
38.67606,,-90.25139,9255,FAR SIDE NATURAL BRIDGE AVE @ KINGSHIGHWAY BLVD,NATURAL BRIDGE AVE @ KINGSHIGHWAY BLVD,0,9255
38.678003,,-90.255912,9252,FAR SIDE NATURAL BRIDGE AVE @ GERALDINE AVE,NATURAL BRIDGE AVE @ GERALDINE AVE,0,9252
38.67835,,-90.256221,9253,FAR SIDE NATURAL BRIDGE AVE @ GERALDINE AVE,NATURAL BRIDGE AVE @ GERALDINE AVE,0,9253
38.67983,,-90.259782,9250,FAR SIDE NATURAL BRIDGE AVE @ ABNER PL,NATURAL BRIDGE AVE @ ABNER PL,0,9250
38.679067,,-90.25811,9251,FAR SIDE NATURAL BRIDGE AVE @ UNION BLVD,NATURAL BRIDGE AVE @ UNION BLVD,0,9251
38.564522,,-90.310693,15485,NEAR SIDE HEEGE RD @ GENESTA AVE,HEEGE RD @ GENESTA AVE,0,15485
38.654723,,-90.202181,3519,NEAR SIDE N FLORISSANT AVE @ HEBERT ST,N FLORISSANT AVE @ HEBERT ST,0,3519
38.65337,,-90.20138,3518,NEAR SIDE N FLORISSANT AVE @ SULLIVAN AVE,N FLORISSANT AVE @ SULLIVAN AVE,0,3518
38.645102,,-90.197108,3512,NEAR SIDE N FLORISSANT AVE @ MADISON ST,N FLORISSANT AVE @ MADISON ST,0,3512
38.644361,,-90.196694,3511,NEAR SIDE N FLORISSANT AVE @ CHAMBERS ST,N FLORISSANT AVE @ CHAMBERS ST,0,3511
38.650426,,-90.199744,3516,NEAR SIDE N FLORISSANT AVE @ ST LOUIS AVE,N FLORISSANT AVE @ ST LOUIS AVE,0,3516
38.647648,,-90.198334,3514,FAR SIDE N FLORISSANT AVE @ N MARKET ST,N FLORISSANT AVE @ N MARKET ST,0,3514
38.708696,,-90.415056,6978,NEAR SIDE DORSETT RD @ ADIE RD,DORSETT RD @ ADIE RD,0,6978
38.654722,,-90.405547,2685,FAR SIDE LINDBERGH @ LADUE RD,LINDBERGH @ LADUE RD,0,2685
38.648917,,-90.405548,2686,NEAR SIDE LINDBERGH @ CHAMINADE DR,LINDBERGH @ CHAMINADE DR,0,2686
38.772003,,-90.455649,14625,NEAR SIDE LAKEFRONT DR @ VENTURES WAY,LAKEFRONT DR @ VENTURES WAY,0,14625
38.773826,,-90.456322,14626,NEAR SIDE LAKEFRONT DR @ 13188 RIDER TRL N,LAKEFRONT DR @ 13188 RIDER TRL N,0,14626
38.775724,,-90.458076,14627,NEAR SIDE RIDER TRL N @ EARTH CITY EXPY,RIDER TRL N @ EARTH CITY EXPY,0,14627
38.817577,,-90.27072,14620,FAR SIDE LINDBERGH @ ROBBINS GROVE DR,LINDBERGH @ ROBBINS GROVE DR,0,14620
38.748424,,-90.463288,14621,FAR SIDE EARTH CITY EXP @ RIVERPORT DR N,EARTH CITY EXP @ RIVERPORT DR N,0,14621
38.766721,,-90.454652,14622,NEAR SIDE LAKEFRONT DR @ 13390 LAKEFRONT DR,LAKEFRONT DR @ 13390 LAKEFRONT DR,0,14622
38.767845,,-90.453885,14623,MID-BLOCK LAKEFRONT DR @ 13342 LAKEFRONT DR,LAKEFRONT DR @ 13342 LAKEFRONT DR,0,14623
38.776162,,-90.46112,14628,MID-BLOCK RIDER TRL N @ 13789 RIDER TRL N,RIDER TRL N @ 13789 RIDER TRL N,0,14628
38.771684,,-90.46535,14629,NEAR SIDE GREEN ASH DR @ SHORELINE DR,GREEN ASH DR @ SHORELINE DR,0,14629
38.550726,,-90.027414,15363,NEAR SIDE DAPRON DR @ FRANK SCOTT PKY,DAPRON DR @ FRANK SCOTT PKY,0,15363
38.576345,,-90.176404,13058,NEAR SIDE FALLING SPRING RD @ JEROME LN,FALLING SPRING RD @ JEROME LN,0,13058
38.577858,,-90.17481,13059,NEAR SIDE FALLING SPRINGS RD @ KINDER ST,FALLING SPRINGS RD @ KINDER ST,0,13059
38.574932,,-90.178576,13057,NEAR SIDE FALLING SPRING RD @ UPPER CAHOKIA RD,FALLING SPRING RD @ UPPER CAHOKIA RD,0,13057
38.5567,,-90.199123,13055,FAR SIDE WATER ST @ GARDEN ST,WATER ST @ GARDEN ST,0,13055
38.695641,,-90.396614,6987,FAR SIDE LACKLAND RD @ WARSON RD,LACKLAND RD @ WARSON RD,0,6987
38.699618,,-90.329768,7188,NEAR SIDE ST CHARLES ROCK RD @ WHEATON AVE,ST CHARLES ROCK RD @ WHEATON AVE,0,7188
38.698661,,-90.327959,7189,FAR SIDE ST CHARLES ROCK RD @ HANLEY RD,ST CHARLES ROCK RD @ HANLEY RD,0,7189
38.711407,,-90.351727,7180,FAR SIDE ST CHARLES ROCK RD @ EMINENCE BLVD,ST CHARLES ROCK RD @ EMINENCE BLVD,0,7180
38.710597,,-90.350199,7181,FAR SIDE ST CHARLES ROCK RD @ BROWN RD,ST CHARLES ROCK RD @ BROWN RD,0,7181
38.709024,,-90.347299,7182,MID-BLOCK ST CHARLES ROCK RD @ 8756 ST CHARLES ROCK RD,ST CHARLES ROCK RD @ 8756 ST CHARLES ROCK RD,0,7182
38.708041,,-90.345583,7183,FAR SIDE ST CHARLES ROCK RD @ MCKIBBON RD,ST CHARLES ROCK RD @ MCKIBBON RD,0,7183
38.706852,,-90.34331,7184,FAR SIDE ST CHARLES ROCK RD @ BURTON AVE,ST CHARLES ROCK RD @ BURTON AVE,0,7184
38.702596,,-90.335426,7186,FAR SIDE ST CHARLES ROCK RD @ LACKLAND RD,ST CHARLES ROCK RD @ LACKLAND RD,0,7186
38.608603,,-90.131512,12833,NEAR SIDE N 25TH ST @ ILLINOIS AVE,N 25TH ST @ ILLINOIS AVE,0,12833
38.609218,,-90.131126,12832,NEAR SIDE N 25TH ST @ LOUISIANA  BLVD,N 25TH ST @ LOUISIANA  BLVD,0,12832
38.610767,,-90.13018,12831,NEAR SIDE N 25TH ST @ BELLEVIEW AVE,N 25TH ST @ BELLEVIEW AVE,0,12831
38.613333,,-90.12866,12830,MID-BLOCK N 25TH ST @ 510 N 25TH ST,N 25TH ST @ 510 N 25TH ST,0,12830
38.581192,,-89.878992,15289,NEAR SIDE E HWY 50 @ SCHWARTZ LN,E HWY 50 @ SCHWARTZ LN,0,15289
38.583213,,-89.874479,15288,FAR SIDE E HWY 50 @  AIR MOBILITY DR IL ROUTE 158,E HWY 50 @  AIR MOBILITY DR IL ROUTE 158,0,15288
38.605685,,-90.134354,12835,NEAR SIDE N 26TH ST @ MISSOURI AVE,N 26TH ST @ MISSOURI AVE,0,12835
38.638547,,-90.259224,8018,FAR SIDE TAYLOR AVE @ FOREST PARK AVE,TAYLOR AVE @ FOREST PARK AVE,0,8018
38.540114,,-89.882481,15285,NEAR SIDE METRO PLZ LN @ SECTION LINE RD,METRO PLZ LN @ SECTION LINE RD,0,15285
38.547999,,-89.883922,15284,FAR SIDE  AIR MOBILITY DR IL ROUTE 158 @ SEIBERT RD,AIR MOBILITY DR IL ROUTE 158 @ SEIBERT RD,0,15284
38.547906,,-89.883345,15287,NEAR SIDE AIR MOBILITY DR IL ROUTE 158 @ SEIBERT RD,AIR MOBILITY DR IL ROUTE 158 @ SEIBERT RD,0,15287
38.540399,,-89.882502,15286,FAR SIDE METRO PLZ LN @ SECTION LINE RD,METRO PLZ LN @ SECTION LINE RD,0,15286
38.58104,,-89.878947,15281,FAR SIDE E HWY 50 @ ARBOR PKY,E HWY 50 @ ARBOR PKY,0,15281
38.587412,,-89.928854,15280,FAR SIDE N GREENMOUNT RD @ MISTY VALLEY RD,N GREENMOUNT RD @ MISTY VALLEY RD,0,15280
38.639448,,-90.259082,8011,FAR SIDE TAYLOR AVE @ LACLEDE AVE,TAYLOR AVE @ LACLEDE AVE,0,8011
38.623294,,-90.256163,8542,FAR SIDE TOWER GROVE AVE @ HUNT AVE,TOWER GROVE AVE @ HUNT AVE,0,8542
38.769391,,-90.386688,4592,FAR SIDE PHANTOM DR @ ANGLUM RD,PHANTOM DR @ ANGLUM RD,0,4592
38.655962,,-90.30416,2034,NEAR SIDE DELMAR BLVD @ WESTGATE AVE,DELMAR BLVD @ WESTGATE AVE,0,2034
38.655666,,-90.301266,2033,FAR SIDE DELMAR BLVD @ EASTGATE AVE,DELMAR BLVD @ EASTGATE AVE,0,2033
38.667727,,-90.312861,4733,NEAR SIDE ETZEL AVE @ PURCELL AVE,ETZEL AVE @ PURCELL AVE,0,4733
38.773581,,-90.389041,4595,NEAR SIDE CAMPUS PKWY @ 5775 CAMPUS PKWY,CAMPUS PKWY @ 5775 CAMPUS PKWY,0,4595
38.561451,,-89.87978,10889,FAR SIDE AIR MOBILITY DR IL ROUTE 158 @ WHERRY RD,AIR MOBILITY DR IL ROUTE 158 @ WHERRY RD,0,10889
38.638227,,-90.259607,15007,NEAR SIDE FOREST PARK AVE @ TAYLOR AVE,FOREST PARK AVE @ TAYLOR AVE,0,15007
38.566871,,-90.428753,13605,FAR SIDE BIG BEND RD @ GLENFORD CT,BIG BEND RD @ GLENFORD CT,0,13605
38.66255,,-90.294853,15554,NEAR SIDE HORTON PL @ LOOP LOFTS LOOP,HORTON PL @ LOOP LOFTS LOOP,0,15554
38.645159,,-90.312026,15557,MID-BLOCK SHEPLEY DR @ CLOCK TOWER,SHEPLEY DR @ CLOCK TOWER,0,15557
38.746851,,-90.249706,6535,NEAR SIDE MONARCH DR @ BERWYN DR,MONARCH DR @ BERWYN DR,0,6535
38.628648,,-90.293611,15003,FAR SIDE CLAYTON AVE @ ART HILL PL,CLAYTON AVE @ ART HILL PL,0,15003
38.759388,,-90.250863,6530,NEAR SIDE MONARCH DR @ COUNTESS DR,MONARCH DR @ COUNTESS DR,0,6530
38.722521,,-90.254834,8296,FAR SIDE JENNINGS STATION RD @ HORD AVE,JENNINGS STATION RD @ HORD AVE,0,8296
38.539989,,-90.266046,393,,CATALAN LOOP,0,393
38.580459,,-90.228407,394,NEAR SIDE BROADWAY @ GASCONADE ST,BROADWAY @ GASCONADE ST,0,394
38.628181,,-90.264717,2309,FAR SIDE KINGSHIGHWAY BLVD @ OAKLAND  AVE,KINGSHIGHWAY BLVD @ OAKLAND  AVE,0,2309
38.638792,,-90.262221,2308,FAR SIDE FOREST PARK AVE @ EUCLID AVE,FOREST PARK AVE @ EUCLID AVE,0,2308
38.654318,,-90.263161,2300,FAR SIDE KINGSHIGHWAY BLVD @ HODIAMONT RIGHT WAY,KINGSHIGHWAY BLVD @ HODIAMONT RIGHT WAY,0,2300
38.761574,,-90.459475,13616,NEAR SIDE RIDER TRL S @ EARTH CITY EXPY,RIDER TRL S @ EARTH CITY EXPY,0,13616
38.65133,,-90.263668,2302,FAR SIDE KINGSHIGHWAY BLVD @ DELMAR BLVD,KINGSHIGHWAY BLVD @ DELMAR BLVD,0,2302
38.645552,,-90.2647,2305,NEAR SIDE KINGSHIGHWAY BLVD @ MARYLAND AVE,KINGSHIGHWAY BLVD @ MARYLAND AVE,0,2305
38.648263,,-90.264181,2304,NEAR SIDE KINGSHIGHWAY BLVD @ WATERMAN AVE,KINGSHIGHWAY BLVD @ WATERMAN AVE,0,2304
38.644071,,-90.264913,2306,NEAR SIDE KINGSHIGHWAY BLVD @ LINDELL BLVD,KINGSHIGHWAY BLVD @ LINDELL BLVD,0,2306
38.730727,,-90.301882,5847,FAR SIDE S FLORISSANT RD @ BROTHERTON LN,S FLORISSANT RD @ BROTHERTON LN,0,5847
38.732671,,-90.301737,5846,FAR SIDE S FLORISSANT RD @ FAIRVIEW LN,S FLORISSANT RD @ FAIRVIEW LN,0,5846
38.685374,,-90.301549,16066,,ROCK ROAD LOOP @ METROLINK,0,16066
38.558783,,-89.984609,16060,NEAR SIDE N ILLINOIS ST (IL ROUTE 159) @ N ROUND HILL RD,N ILLINOIS ST (IL ROUTE 159) @ N ROUND HILL RD,0,16060
38.645486,,-90.316039,16061,NEAR SIDE BIG BEND BLVD @ SHEPLEY DR,BIG BEND BLVD @ SHEPLEY DR,0,16061
38.751632,,-90.30895,5841,FAR SIDE N FLORISSANT RD @ JANUARY AVE,N FLORISSANT RD @ JANUARY AVE,0,5841
38.754184,,-90.309246,5840,FAR SIDE N FLORISSANT RD @ LAKEVIEW CT,N FLORISSANT RD @ LAKEVIEW CT,0,5840
38.636457,,-90.279796,16068,MID-BLOCK UNION DR @ MUNY PARKING LOT,UNION DR @ MUNY PARKING LOT,0,16068
38.636305,,-90.279704,16069,MID-BLOCK UNION DR @ MUNY PARKING LOT,UNION DR @ MUNY PARKING LOT,0,16069
38.52694,,-89.994735,11287,NEAR SIDE KINSELLA AVE @ BOND AVE,KINSELLA AVE @ BOND AVE,0,11287
38.727602,,-90.302584,5848,MID-BLOCK S FLORISSANT RD @ 1351 S FLORISSANT RD,S FLORISSANT RD @ 1351 S FLORISSANT RD,0,5848
38.7198,,-90.26514,3748,NEAR SIDE W FLORISSANT AVE @ RAMSEY DR,W FLORISSANT AVE @ RAMSEY DR,0,3748
38.71871,,-90.26289,3749,FAR SIDE W FLORISSANT AVE @ GLENBORO DR,W FLORISSANT AVE @ GLENBORO DR,0,3749
38.72052,,-90.26635,3747,NEAR SIDE W FLORISSANT AVE @ COLLEGE AVE,W FLORISSANT AVE @ COLLEGE AVE,0,3747
38.72225,,-90.27066,3744,FAR SIDE W FLORISSANT AVE @ MC CLARAN AVE,W FLORISSANT AVE @ MC CLARAN AVE,0,3744
38.749325,,-90.283193,3742,FAR SIDE CHAMBERS RD @ DELLWOOD DR,CHAMBERS RD @ DELLWOOD DR,0,3742
38.72356,,-90.27271,3743,FAR SIDE W FLORISSANT AVE @ SUNBURY AVE,W FLORISSANT AVE @ SUNBURY AVE,0,3743
38.749361,,-90.287585,3740,FAR SIDE CHAMBERS RD @ FORESTWOOD DR,CHAMBERS RD @ FORESTWOOD DR,0,3740
38.749303,,-90.263566,4622,NEAR SIDE CHAMBERS RD @ GREEN VALLEY DR,CHAMBERS RD @ GREEN VALLEY DR,0,4622
38.749251,,-90.259373,4625,FAR SIDE CHAMBERS RD @ JACOBI AVE,CHAMBERS RD @ JACOBI AVE,0,4625
38.749248,,-90.258049,4626,NEAR SIDE CHAMBERS RD @ NOLTE AVE,CHAMBERS RD @ NOLTE AVE,0,4626
38.749245,,-90.256272,4627,NEAR SIDE CHAMBERS RD @ HOBBITS GLEN CT,CHAMBERS RD @ HOBBITS GLEN CT,0,4627
38.749205,,-90.25381,4628,FAR SIDE CHAMBERS RD @ HALLS FERRY RD,CHAMBERS RD @ HALLS FERRY RD,0,4628
38.750412,,-90.250438,4629,FAR SIDE CHAMBERS RD @ MONARCH DR,CHAMBERS RD @ MONARCH DR,0,4629
38.554285,,-90.200511,14168,FAR SIDE WATER ST @ ST GREGORY DR,WATER ST @ ST GREGORY DR,0,14168
38.492827,,-89.793644,11015,FAR SIDE N JEFFERSON ST @ E PATTERSON ST,N JEFFERSON ST @ E PATTERSON ST,0,11015
38.490438,,-89.797219,11016,NEAR SIDE E MAIN ST @ N RAILWAY ST,E MAIN ST @ N RAILWAY ST,0,11016
38.595372,,-90.585915,5209,FAR SIDE CLARKSON RD @ FROESEL DR,CLARKSON RD @ FROESEL DR,0,5209
38.66107,,-90.289636,13289,FAR SIDE HAMILTON AVE @ MAPLE AVE,HAMILTON AVE @ MAPLE AVE,0,13289
38.662491,,-90.28937,13288,NEAR SIDE HAMILTON AVE @ HORTON PL,HAMILTON AVE @ HORTON PL,0,13288
38.676207,,-90.287276,13285,NEAR SIDE DR ML KING DR @ KIENLEN AVE,DR ML KING DR @ KIENLEN AVE,0,13285
38.678661,,-90.291973,13283,FAR SIDE DR ML KING DR @ OGDEN AVE,DR ML KING DR @ OGDEN AVE,0,13283
38.649536,,-90.300783,172,NEAR SIDE SKINKER BLVD @ FOREST PK PKWY,SKINKER BLVD @ FOREST PK PKWY,0,172
38.680137,,-90.2844,13280,FAR SIDE KIENLEN AVE @ AUDREY AVE,KIENLEN AVE @ AUDREY AVE,0,13280
38.527017,,-89.974088,11992,NEAR SIDE LEBANON AVE @ LUCINDA AVE,LEBANON AVE @ LUCINDA AVE,0,11992
38.548135,,-90.199283,14166,FAR SIDE JESSE ST @ CAMP ST,JESSE ST @ CAMP ST,0,14166
38.52942,,-89.970447,11996,MID-BLOCK LEBANON AVE @ 1234 LEBANON AVE,LEBANON AVE @ 1234 LEBANON AVE,0,11996
38.76976,,-90.201338,10390,NEAR SIDE WISKOW DR @ DUNKLIN DR,WISKOW DR @ DUNKLIN DR,0,10390
38.767978,,-90.198185,10391,NEAR SIDE MOLLERUS DR @ DUNN RD,MOLLERUS DR @ DUNN RD,0,10391
38.76348,,-90.20457,10392,NEAR SIDE LILAC AVE @ KENRAN IND BLVD,LILAC AVE @ KENRAN IND BLVD,0,10392
38.761807,,-90.207665,10393,NEAR SIDE LILAC AVE @ FOXLAIR DR,LILAC AVE @ FOXLAIR DR,0,10393
38.757638,,-90.210747,10395,NEAR SIDE LILAC AVE @ SHEPLEY DR,LILAC AVE @ SHEPLEY DR,0,10395
38.756246,,-90.21045,10396,FAR SIDE SHEPLEY DR @ LILAC AVE,SHEPLEY DR @ LILAC AVE,0,10396
38.755528,,-90.208699,10397,FAR SIDE SHEPLEY DR @ MELVICH DR,SHEPLEY DR @ MELVICH DR,0,10397
38.756283,,-90.206942,10398,FAR SIDE SHEPLEY DR @ DURNESS DR,SHEPLEY DR @ DURNESS DR,0,10398
38.756236,,-90.205851,10399,FAR SIDE SHEPLEY DR @ RENFREW DR,SHEPLEY DR @ RENFREW DR,0,10399
38.678445,,-90.274948,7219,FAR SIDE GOODFELLOW BLVD @ TERRY AVE,GOODFELLOW BLVD @ TERRY AVE,0,7219
38.673595,,-90.282468,7211,NEAR SIDE DR ML KING DR @ HAMILTON AVE,DR ML KING DR @ HAMILTON AVE,0,7211
38.672961,,-90.281152,7212,FAR SIDE DR ML KING DR @ ROWAN AVE,DR ML KING DR @ ROWAN AVE,0,7212
38.672244,,-90.279413,7213,NEAR SIDE GOODFELLOW BLVD @ DR ML KING DR,GOODFELLOW BLVD @ DR ML KING DR,0,7213
38.674684,,-90.277499,7215,FAR SIDE GOODFELLOW BLVD @ LOTUS AVE,GOODFELLOW BLVD @ LOTUS AVE,0,7215
38.676049,,-90.276595,7216,NEAR SIDE GOODFELLOW BLVD @ HIGHLAND AVE,GOODFELLOW BLVD @ HIGHLAND AVE,0,7216
38.676949,,-90.275954,7217,FAR SIDE GOODFELLOW BLVD @ KENNERLY AVE,GOODFELLOW BLVD @ KENNERLY AVE,0,7217
38.548198,,-90.033858,12226,NEAR SIDE W MAIN ST @ FRANK SCOTT PKWY W,W MAIN ST @ FRANK SCOTT PKWY W,0,12226
38.546317,,-90.031982,12224,MID-BLOCK W MAIN ST @ 5315 W MAIN ST,W MAIN ST @ 5315 W MAIN ST,0,12224
38.544855,,-90.029779,12222,FAR SIDE W MAIN ST @ S 51ST ST,W MAIN ST @ S 51ST ST,0,12222
38.674473,,-90.208975,6211,NEAR SIDE PRAIRIE AVE @ BLAIR AVE,PRAIRIE AVE @ BLAIR AVE,0,6211
38.670194,,-90.222964,6252,NEAR SIDE LEE AVE @ CLAY AVE,LEE AVE @ CLAY AVE,0,6252
38.550714,,-90.036275,12228,NEAR SIDE W MAIN ST @ N 60TH ST,W MAIN ST @ N 60TH ST,0,12228
38.748443,,-90.204161,4650,NEAR SIDE NORTHGATE DR @ HABECKING DR,NORTHGATE DR @ HABECKING DR,0,4650
38.645406,,-90.525433,15709,FAR SIDE S OUTER FORTY DR @ YARMOUTH PT DR,S OUTER FORTY DR @ YARMOUTH PT DR,0,15709
38.718027,,-90.261175,15700,NEAR SIDE JENNINGS STATION RD @ W FLORISSANT AVE,JENNINGS STATION RD @ W FLORISSANT AVE,0,15700
38.756346,,-90.228338,6810,NEAR SIDE CABOT DR @ COBURG LANDS DR,CABOT DR @ COBURG LANDS DR,0,6810
38.583838,,-90.356341,15702,NEAR SIDE BIG BEND BLVD @ MAPLE AVE,BIG BEND BLVD @ MAPLE AVE,0,15702
38.616455,,-90.209706,15875,FAR SIDE PARK AVE @ TRUMAN PKWY,PARK AVE @ TRUMAN PKWY,0,15875
38.697877,,-90.421008,15704,FAR SIDE LACKLAND RD @ WESTPORT CENTER DR,LACKLAND RD @ WESTPORT CENTER DR,0,15704
38.697734,,-90.421124,15705,NEAR SIDE LACKLAND RD @ WESTPORT CTR DR,LACKLAND RD @ WESTPORT CTR DR,0,15705
38.766315,,-90.221298,6817,NEAR SIDE BELLEFONTAINE RD @ QUIET RD,BELLEFONTAINE RD @ QUIET RD,0,6817
38.670156,,-90.4434,15871,FAR SIDE NEW BALLAS RD @ OLIVE BLVD,NEW BALLAS RD @ OLIVE BLVD,0,15871
38.805264,,-90.330744,9757,FAR SIDE PATTERSON RD @ HUNDLEY DR,PATTERSON RD @ HUNDLEY DR,0,9757
38.809594,,-90.328702,9755,FAR SIDE PATTERSON RD @ HUMES LN,PATTERSON RD @ HUMES LN,0,9755
38.812182,,-90.326301,9753,NEAR SIDE PATTERSON RD @ FALCON DR,PATTERSON RD @ FALCON DR,0,9753
38.81427,,-90.32472,9752,NEAR SIDE PATTERSON RD @ CENTRAL PKWY,PATTERSON RD @ CENTRAL PKWY,0,9752
38.816709,,-90.322466,9750,NEAR SIDE PATTERSON RD @ SHERWOOD DR,PATTERSON RD @ SHERWOOD DR,0,9750
38.80498,,-90.332035,9758,NEAR SIDE MULLANPHY RD @ ANGELUS DR,MULLANPHY RD @ ANGELUS DR,0,9758
